,comp0,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13
0,-3.522933903081809,-1.453098439535833,-0.16479548755635307,-0.013272822491847561,0.7373453614912283,-0.30071618350717894,0.5738755665159332,0.0556372758245617,-0.45876506040268666,1.0655695452310436,-0.42049390468154374,0.5529277662107431,-0.3029781756060139,0.20085744974505448
1,-2.52885806184637,0.3300192515214183,-2.026706652165962,-0.417144362642314,-0.28321373377401504,-0.8843094110843762,-0.029716479907284543,1.0103718945114892,0.21880609160075035,-0.020182031257469257,-0.13001962922091834,0.39497116026264584,-0.1466453083971051,0.12640235465861052
2,-2.7850289841520275,-1.0369359525889636,0.9832377030094718,0.6642324117109051,-0.38756496707789184,0.4688416101122734,0.4883053998114267,-0.26895705072125076,1.2227694856745168,-0.10624912523834434,-0.2790741084620109,0.0018979931441203681,0.021278016572590076,-0.055751515465840715
3,-3.9225884077761375,-2.7682102618438567,-0.17496816828734804,0.565087822548274,-0.3243597123538078,0.2626164182416238,-0.39836411165408037,0.6188436896432502,-0.11465832288224462,0.10767112601663521,0.773865793130519,-0.2309292317842454,-0.5012768072756537,0.01990285214798134
4,-1.4075111119787536,-0.8677730872653797,2.02582948517462,-0.4409058041684902,0.2279492464521246,-0.5937621307889432,0.44787554987116335,0.4349373048881026,-0.2615477404533439,0.11243432074116672,-0.5379311890176028,-0.22668617856115167,0.2741089107933009,-0.517497896681293
5,-3.2881298147971316,-2.1301751291512514,-0.6289923386684335,-0.605371899583921,-0.40962643139891713,0.25827595156291566,0.37857593882540264,0.36682546776529734,0.04491228771547703,-0.21796620268702704,0.407785399612346,-0.37671544456396544,-0.017442635179158783,0.23956231374681947
6,-2.7505775413676363,-1.1791699854279991,-0.9773374706361885,-0.35358848689058836,-1.024276802277327,-0.4626201132610604,-0.024760224695641597,-0.35066543034263115,0.5927441527300321,0.7791270436093589,-0.4022760871173886,0.1601326576065225,-0.575371259687732,0.15761119212446537
7,-2.3928665198696417,-1.6112823206534386,0.1457294624034022,-1.245601725356732,0.20743785794452152,-1.388985438123839,-0.10056825197256047,0.21328797315294723,-0.06095223592899903,0.6243502618556127,0.32055604590725223,0.39101051801748776,-0.30820720209207636,0.11660011853223551
8,-2.795256330546673,-0.9231795169155178,-1.7709254776075634,-0.1568265333773825,-0.8584648431677323,0.014240451209490936,0.08463355403794855,-0.5278110400989471,-0.5327678746955191,0.328254124353626,-0.5081638793821112,-0.6362404227302054,0.10168112178382052,0.0722870615739678
9,-3.0055966640025837,-0.7962841694225439,-0.9837416294060429,0.270293146354886,-0.47184518246204954,0.297661698321838,-0.8638363303170875,0.1601128452827438,-0.17215849576719142,0.24223941887034028,0.015088109455621865,0.5496064406084189,0.02149361145238032,-0.1050638794861297
10,-3.6786885545469152,-1.3125234207675571,-0.42185416992647035,0.0020699961166002747,-0.25984051244620127,-0.03972012371185133,0.1891279950771372,-1.2284645734132202,0.4505502053684376,-0.3788398179376419,0.7323556234681741,-0.07891183634683706,-0.0344742693748768,0.2547481935235527
11,-2.109634767176791,-0.6129819864028361,-1.1915699539287756,-1.0985436029298556,-0.5578990454533184,-0.4039762832589879,-0.4935511635014222,-0.9554565437125677,0.5649917057896588,0.14879944194559466,0.04770919355230122,-0.16317769777139585,0.12605746264549925,0.007881188303527773
12,-2.4384563616447092,-0.6785233100295288,-0.8655137005752326,-0.6587794689026215,-1.087721551369752,-0.019283128461559943,-0.2847205263249311,-0.440401583993166,0.8323518507343911,-0.3050548104008131,0.05736177125767709,-0.08753832399705719,-0.04579630536048007,0.004586313505749677
13,-3.6734945318518695,-1.1401213551662488,-1.2037687024209744,-0.23136566094086264,-1.8226116495050075,1.0100038945936387,1.4571107146376616,-0.44082530706676015,-0.10026560141819392,-0.3156982997233435,-1.2310602637007055,-0.7664146617995925,-0.08183808523522308,0.45696411291032935
14,-4.441575750799968,-2.1103191703281157,-1.2624504089620496,0.20400408439361756,-0.8445523940221437,1.0021367056667652,0.999154196327428,-0.43963998559671724,0.6373986582057245,-0.6717457808445508,-0.3108363741817941,-0.13165713668776668,-0.39538580959460895,0.36015883290574147
15,-2.6089238700112505,-1.6664180107095596,0.21763276014019411,-1.518458891798753,-0.09964065783488306,-0.2431509642236769,-0.24815333833020872,0.046701903812350586,0.18257698459072277,-0.8970771237508235,0.08389994320315522,0.4935156248466907,0.05259290864176181,-0.133948636679875
16,-2.4754284592737497,-2.330896716738477,0.8316020705749215,-0.8972799744628293,0.21103742797611813,-0.05838230363355318,0.10405213236727397,-0.3875366866871212,0.004416764472973258,0.09987396149822798,0.07322161164696615,-0.5078950440330751,0.37690283571791583,0.03889936159860769
17,-2.2262324346386544,-1.6335901618386295,0.7945579473851988,-1.150252054001884,-0.13047978711372388,0.41786430041915124,0.11960567484726652,0.10864917450745543,-0.3868970201698331,-0.20146534833393878,0.28644581240466155,-0.2804675084688034,0.7269150144518859,-2.4323394617023486e-06
18,-3.742269291543674,-2.5284052661988277,-0.48483235104380107,-1.054693814165143,-0.7223646627416076,0.6307486236515263,-0.0740556595016205,-0.08937311582675996,0.1818269464090195,-0.9496164999930887,0.902334125565497,0.16064089245000268,0.314217241241834,0.4946719615098753
19,-2.394411499831793,-1.064529456804443,-0.16471176083371453,0.5673636284196871,0.5370524458948819,-1.543513740361087,-0.19329594859074628,0.5654721066902092,-0.11160419942541815,-0.12281375010981495,-0.8402744217077162,0.28525225085892675,0.1273154761434197,-0.09746818307466219
20,-3.33656895342439,-0.7960127940285899,-0.36385232329055484,0.24675743164744893,0.968630260103833,-0.2102337323468392,0.26068528589936235,0.1467943876396123,-1.198174977926805,0.6679828691869893,-0.4592104809454251,0.4720665630907725,0.04093607792386028,-0.0919594578540643
21,-1.4814039908115566,-0.24008547418839196,0.9362309714407524,0.899764253917407,-0.2098747562335583,-1.4321851841472524,0.23737207966319532,-0.07042234043865672,0.58989889736927,-0.14643873794899104,-0.6618338433550836,0.6798002292424806,-0.013087821349182524,-0.5311689065055175
22,-2.828068672786219,0.08685755238892352,-0.3119667220842334,-0.20694594350640738,-0.4875725320856242,-0.9048801726633917,-0.2327570120106418,-0.08726228034432372,-0.005522959164001831,0.7251587063682119,-0.05930838394222782,0.49463413083567176,-0.305706018815745,0.22362249779248763
23,-2.0077140461407583,0.5156164866057931,0.14325397276280968,-0.5783077797288046,-0.37665265542525467,-0.7202952336488766,-0.7218935190314072,0.2403916961059148,0.7519500003202599,0.2706691595121384,-0.01289469335442732,0.4919319700321362,-0.3222416884762557,-0.24238993173265647
24,-2.1146360360694993,0.3159205692449812,0.889723441850226,-0.3316153211761505,-0.6239312781492239,-0.796994838020762,-0.6999036686707901,-0.32451618414898403,0.06041015342158559,0.6680780781961753,-0.360121508597722,0.3205478062095942,-0.22384691853608824,-0.17085037325027022
25,-1.3975375070423486,-0.9382152852892984,3.819842450315562,-1.3475506129305566,0.3426532008713714,-0.4032976197688696,0.49137230176451074,0.13903060327393285,0.06250833123546617,0.5680214998432027,-0.43296876993496075,-0.11293313595118121,0.13962355208937993,-0.3629613264991781
26,-2.1334880279339417,-0.6871020460371795,-0.08745806291367836,-0.5760178785422755,-1.1303839008040228,-0.4241328390084812,-0.5082254331705508,0.9417943185101603,0.7337716242225492,0.18329423446127305,-0.011906158927298424,-0.200408458046896,-0.16942918119608094,0.10278328473651022
27,-1.6297038265623112,0.09118403034427357,-1.3878172680223142,-0.6744513832203811,-0.3747357222523828,-0.6044749361937207,-0.39337670868261465,-0.177359867949313,0.822605440314431,0.15946301483437605,0.8739514037870658,-0.37880028068528937,0.10036478454812812,-0.20247653922987974
28,-2.507607527611563,-0.692749833419541,1.394171527917143,-0.9869768913382939,-0.6314663538100586,-0.4326714801853677,0.03147042025312088,-0.12441591902651207,-0.4939737910073997,0.040175541101307825,-0.5368372388673357,0.05228012200202698,-0.1708245265204529,-0.12224814991336898
29,-2.559483178805789,-0.19547289969892082,-1.0926793536435409,0.13183031228946823,-0.574901138997651,-0.27825495002509687,-0.18977828135889452,-0.4488688242338159,0.04592351136186703,0.7939354470355998,-0.09784958640926254,0.14571367913151576,-0.43590959433296567,-0.253266372045649
30,-2.772444524957212,-1.2463527918093718,1.3862554839769738,-0.446619426016309,-0.4105326872728625,0.7158805228507521,-0.37823082953093695,-1.0238813619093223,0.5602423633025558,-0.3368025188263497,0.36382383263091705,-0.6169565196225658,0.23778728121930864,-0.15819128348550196
31,-2.935133741065429,-1.478278833733576,-0.3318526754493444,-0.32101361052718025,0.05763329831582985,0.2407861666662357,-0.520329425675664,-0.4931867138023113,0.7681708656586451,-0.35571057784359755,1.0685466270228787,-0.0032992061173370683,0.30231864872600156,0.05468004448323384
32,-1.9912484163578508,-0.053252014495177455,-0.16781476579993815,-0.9342206072094309,-0.4876518134097428,-0.057852982707336194,0.9675970516785456,-0.4937412483790933,-0.04085182070578947,0.2493653109015004,-0.2207011062326783,-0.20891825287566507,0.28902836998085524,-0.020258089112100922
33,-2.245709866282273,-1.6346691048708633,1.171383757098479,-2.355471829847467,0.35145510951383585,-0.2853428545140637,0.9303610882985429,0.4594614051287267,-0.7366320891693878,0.197852931359911,0.6250395919259926,0.10731578063976377,0.0727502857665628,-0.025813609831268233
34,-1.7869862772732912,-0.6974803860124388,0.47895871117897415,-1.1004425985949855,0.22399409126962677,-0.7372532519404709,-0.2705838959456401,-0.1879021082859374,0.47985274412965295,0.16418601276000958,-0.17178259825905504,-0.22254553462478815,0.1832177786999028,-0.13548430785714408
35,-2.227638665973174,-0.1792889185108422,0.4507238422205166,0.202070884709577,-0.27299584035994984,-0.16903616096529805,-0.6518758142724713,-0.3166382375500428,-0.039879655802638046,0.4684557036629651,0.19976134113973504,0.2265970553010042,0.2872963503555191,-0.18856113593344223
36,-1.7680284715998285,-0.6578723083726207,0.45751961626474114,-1.3868922528603718,-9.117577184409697e-05,-0.6070937151218753,-0.11194625638807373,0.9675041367596042,0.2251321376965433,-0.25237923115688193,-1.1038371392046873,-0.148655373200085,0.0427336235534859,-0.21265576962521762
37,-1.523177981468612,-0.11222505343923488,-0.04011169456888967,-1.0993534146119381,-0.20460731353616674,-0.39265054068522315,-0.42313929461764677,0.02006590599731531,0.8263005266302466,-0.4149610676979949,-0.0063494573571421156,-0.4095136326459545,0.22982479652566848,-0.33150073413291803
38,-1.8723649422225443,0.7693057594963665,-1.4268192524135086,-0.8453586103227038,-0.0655991602791512,-0.42326064187681267,-0.05140952658898533,-0.009318817276344036,0.2599542185657323,-0.2683735035163139,0.2710441033685354,-0.18980883336544357,0.4607103023417213,-0.09137868109928851
39,-2.7971143437092607,-1.808808873412011,-0.3426570707108895,1.343845293026897,0.7410983232552103,-1.8256370782341236,0.8565436318268532,0.7100876846643793,-0.7700927330699449,0.14306349286063677,-1.192712232191922,0.17159326955638038,-0.14496764112314095,-0.13430545944885697
40,-2.8409356931500263,-0.7861615668759249,-0.11778187012552165,0.601459340095825,0.32434485762556076,0.5590925092307677,0.637664501199384,0.7189393929768915,-0.6842423257684394,0.5694058782060629,-0.28304037047368813,0.19080853093688757,0.23402516147745903,-0.19235004162373256
41,-1.1055721019048337,-0.16588492491651954,-0.7845689845094211,0.9781259153873483,-0.9719952406200996,-1.4661311935917731,-0.04706288527111812,-0.2916730371809562,0.3514170713900896,-0.029480987511955895,0.8167649228335171,-0.08746623902563093,0.643427182887377,-0.17611781601335624
42,-3.3068948240619696,-1.1639554686140816,-0.31219995117641886,0.4540527201144889,-0.44999167621384606,-0.6500515606279786,-1.089504792648002,0.9183246765815707,0.1492955779437699,0.06740071583745001,-0.4272593516621449,-0.17685643230110962,-0.25345051681814534,0.22458765354780924
43,-0.9047984234222453,-0.3260724324592772,-0.20258424439076433,1.250022364983354,-0.38706867300296544,-1.3572899545611015,0.549259800492907,0.5947146029573738,-0.21006626821445018,0.13258037976321674,-0.0861711836748456,-0.0654917534951396,0.5917444119820455,-0.4758759463292707
