Airline,Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,
3U,4608,NKG,3388,KMG,3382,320
3U,4608,NKG,3388,MIG,6400,319
3U,4608,NKG,3388,SYX,4030,320
3U,4608,NNG,3373,CKG,3393,319
3U,4608,NNG,3373,CTU,3395,319 320
3U,4608,NNG,3373,SGN,3205,320
3U,4608,NNG,3373,WUH,3376,321
3U,4608,NTG,5475,WUH,3376,319
3U,4608,NZH,6954,HRB,3400,321
3U,4608,PEK,3364,CKG,3393,319 321 320
3U,4608,PEK,3364,CTU,3395,321 320 330
3U,4608,PEK,3364,WXN,6403,320
3U,4608,PEK,3364,ZHY,8043,320
3U,4608,PVG,3406,CKG,3393,320 319
3U,4608,PVG,3406,CTU,3395,330 321
3U,4608,PVG,3406,SPN,2244,330
3U,4608,PZI,6435,CKG,3393,319
3U,4608,PZI,6435,CTU,3395,319
3U,4608,SGN,3205,NNG,3373,320
3U,4608,SHE,4144,CSX,3371,320
3U,4608,SHE,4144,CTU,3395,330
3U,4608,SHE,4144,DSN,6434,319
3U,4608,SHE,4144,NGB,3387,321
3U,4608,SHE,4144,TYN,3369,321
3U,4608,SHE,4144,XUZ,4149,320
3U,4608,SHE,4144,YVR,156,330
3U,4608,SJW,6347,CTU,3395,320
3U,4608,SJW,6347,HRB,3400,321
3U,4608,SJW,6347,KWL,3372,321
3U,4608,SPN,2244,CAN,3370,330
3U,4608,SPN,2244,PVG,3406,330
3U,4608,SWA,4302,CKG,3393,319
3U,4608,SYD,3361,CKG,3393,330
3U,4608,SYX,4030,CKG,3393,320
3U,4608,SYX,4030,CTU,3395,321
3U,4608,SYX,4030,KWE,3394,321
3U,4608,SYX,4030,KWL,3372,320
3U,4608,SYX,4030,MIG,6400,320
3U,4608,SYX,4030,NGB,3387,321
3U,4608,SYX,4030,NKG,3388,320
3U,4608,SYX,4030,TNA,4108,321
3U,4608,SYX,4030,WNZ,6392,321
3U,4608,SYX,4030,YBP,4110,319
3U,4608,SZX,3374,CKG,3393,320
3U,4608,SZX,3374,CTU,3395,320 321
3U,4608,SZX,3374,WXN,6403,319
3U,4608,TAO,3390,CTU,3395,321
3U,4608,TAO,3390,KMG,3382,320
3U,4608,TNA,4108,CGQ,4380,321
3U,4608,TNA,4108,CKG,3393,321
3U,4608,TNA,4108,CTU,3395,321
3U,4608,TNA,4108,DLC,3404,321
3U,4608,TNA,4108,HRB,3400,320 321
3U,4608,TNA,4108,KMG,3382,320
3U,4608,TNA,4108,SYX,4030,321
3U,4608,TNA,4108,XIY,3379,320
3U,4608,TPE,2276,KMG,3382,320
3U,4608,TSA,2275,CKG,3393,320
3U,4608,TSA,2275,CTU,3395,320
3U,4608,TSN,3368,CGQ,4380,320 319
3U,4608,TSN,3368,CKG,3393,319
3U,4608,TSN,3368,CTU,3395,321
3U,4608,TSN,3368,HGH,3386,320
3U,4608,TSN,3368,HRB,3400,321
3U,4608,TSN,3368,LHW,3378,321
3U,4608,TVS,8858,TYN,3369,319
3U,4608,TYN,3369,CKG,3393,321
3U,4608,TYN,3369,CTU,3395,319
3U,4608,TYN,3369,DAT,6344,319
3U,4608,TYN,3369,HGH,3386,320
3U,4608,TYN,3369,SHE,4144,321
3U,4608,TYN,3369,TVS,8858,319
3U,4608,URC,3399,CGO,3375,320
3U,4608,URC,3399,CKG,3393,320
3U,4608,URC,3399,CTU,3395,319 330
3U,4608,URC,3399,KHG,3397,319
3U,4608,URC,3399,XIY,3379,319
3U,4608,UYN,6368,XIY,3379,319
3U,4608,WNZ,6392,CSX,3371,319
3U,4608,WNZ,6392,CTU,3395,320
3U,4608,WNZ,6392,HRB,3400,321
3U,4608,WNZ,6392,KWE,3394,320
3U,4608,WNZ,6392,SYX,4030,321
3U,4608,WUH,3376,CKG,3393,319
3U,4608,WUH,3376,CTU,3395,319
3U,4608,WUH,3376,HRB,3400,321
3U,4608,WUH,3376,JJN,6386,319
3U,4608,WUH,3376,NNG,3373,321
3U,4608,WUH,3376,NTG,5475,319
3U,4608,WUX,6390,CKG,3393,319
3U,4608,WUX,6390,CTU,3395,320
3U,4608,WXN,6403,CTU,3395,319
3U,4608,WXN,6403,KMG,3382,320
3U,4608,WXN,6403,PEK,3364,320
3U,4608,WXN,6403,SZX,3374,319
3U,4608,XIC,3396,CTU,3395,320
3U,4608,XIY,3379,BHY,6351,321
3U,4608,XIY,3379,CKG,3393,319
3U,4608,XIY,3379,CTU,3395,320 319
3U,4608,XIY,3379,FOC,3385,319
3U,4608,XIY,3379,GXH,9311,319
3U,4608,XIY,3379,HRB,3400,321
3U,4608,XIY,3379,KMG,3382,320
3U,4608,XIY,3379,LXA,4097,319
3U,4608,XIY,3379,LYI,6385,319 320
3U,4608,XIY,3379,TNA,4108,320
3U,4608,XIY,3379,URC,3399,319
3U,4608,XIY,3379,UYN,6368,319
3U,4608,XIY,3379,XMN,3383,319
3U,4608,XIY,3379,XNN,6366,319
3U,4608,XIY,3379,YBP,4110,319
3U,4608,XMN,3383,CSX,3371,321
3U,4608,XMN,3383,CTU,3395,320
3U,4608,XMN,3383,CZX,4109,321
3U,4608,XMN,3383,KMG,3382,320
3U,4608,XMN,3383,KOW,6379,320
3U,4608,XMN,3383,XIY,3379,319
3U,4608,XNN,6366,CKG,3393,320
3U,4608,XNN,6366,CTU,3395,320
3U,4608,XNN,6366,LXA,4097,319
3U,4608,XNN,6366,MIG,6400,320
3U,4608,XNN,6366,XIY,3379,319
3U,4608,XNN,6366,ZHY,8043,320
3U,4608,XUZ,4149,CTU,3395,320
3U,4608,XUZ,4149,DLC,3404,320
3U,4608,XUZ,4149,HRB,3400,320 321
3U,4608,XUZ,4149,KMG,3382,320
3U,4608,XUZ,4149,KWE,3394,321
3U,4608,XUZ,4149,SHE,4144,320
3U,4608,YBP,4110,SYX,4030,319
3U,4608,YBP,4110,XIY,3379,319
3U,4608,YIH,6361,CKG,3393,319
3U,4608,YIH,6361,CTU,3395,320
3U,4608,YIH,6361,HKG,3077,320
3U,4608,YTY,8876,CTU,3395,319
3U,4608,YVR,156,SHE,4144,330
3U,4608,ZHA,6357,CKG,3393,319
3U,4608,ZHA,6357,HKG,3077,319
3U,4608,ZHY,8043,PEK,3364,320
3U,4608,ZHY,8043,XNN,6366,320
3U,4608,ZUH,6355,CZX,4109,320
3U,4608,ZUH,6355,HAK,4120,320
4B,20565,LAS,3877,LAX,3484,PL2
4B,20565,LAX,3484,LAS,3877,PL2
4D,442,CAI,1128,TLV,1590,E70
4D,442,TLV,1590,CAI,1128,E70
4E,\N,MCG,5965,NIB,7214,PAG
4E,\N,MCG,5965,TCT,7215,PAG
4E,\N,NIB,7214,MCG,5965,PAG
4E,\N,TCT,7215,TLJ,3423,PAG
4E,\N,TLJ,3423,MCG,5965,PAG
4G,2524,EYK,8428,VKO,2988,YK2
4G,2524,NCU,6151,VKO,2988,73G
4G,2524,NUX,4364,TJM,4111,TU5
4G,2524,NUX,4364,UFA,2992,TU5
4G,2524,NUX,4364,VKO,2988,73G TU5
4G,2524,NYM,6143,OVS,6140,YK4
4G,2524,NYM,6143,VKO,2988,73G
4G,2524,OVS,6140,NYM,6143,YK4
4G,2524,OVS,6140,SVX,2975,YK4
4G,2524,OVS,6140,VKO,2988,YK2
4G,2524,SVX,2975,OVS,6140,YK4
4G,2524,TJM,4111,NUX,4364,TU5
4G,2524,UCT,4368,VKO,2988,YK2
4G,2524,UFA,2992,NUX,4364,TU5
4G,2524,VKO,2988,EYK,8428,YK2
4G,2524,VKO,2988,NCU,6151,73G
4G,2524,VKO,2988,NUX,4364,73G TU5
4G,2524,VKO,2988,NYM,6143,73G
4G,2524,VKO,2988,OVS,6140,YK2
4G,2524,VKO,2988,UCT,4368,YK2
4H,8463,BKK,3885,DAC,3076,AT7
4H,8463,BZL,6176,DAC,3076,DH8
4H,8463,CCU,3043,CGP,3069,AT7
4H,8463,CCU,3043,DAC,3076,AT7
4H,8463,CGP,3069,CCU,3043,AT7
4H,8463,CGP,3069,DAC,3076,DH8
4H,8463,CGP,3069,MCT,2194,313
4H,8463,CXB,3068,DAC,3076,DH8
4H,8463,DAC,3076,BKK,3885,AT7
4H,8463,DAC,3076,BZL,6176,DH8
4H,8463,DAC,3076,CCU,3043,AT7
4H,8463,DAC,3076,CGP,3069,DH8
4H,8463,DAC,3076,CXB,3068,DH8
4H,8463,DAC,3076,DXB,2188,313
4H,8463,DAC,3076,JED,2072,313
4H,8463,DAC,3076,JSR,3071,DH8
4H,8463,DAC,3076,KTM,3125,AT7
4H,8463,DAC,3076,KUL,3304,AT7
4H,8463,DAC,3076,MCT,2194,313
4H,8463,DAC,3076,SPD,3073,DH8
4H,8463,DAC,3076,ZYL,3074,313
4H,8463,DXB,2188,DAC,3076,313
4H,8463,JED,2072,DAC,3076,313
4H,8463,JSR,3071,DAC,3076,DH8
4H,8463,KTM,3125,DAC,3076,AT7
4H,8463,KUL,3304,DAC,3076,AT7
4H,8463,MCT,2194,CGP,3069,313
4H,8463,MCT,2194,DAC,3076,313
4H,8463,RJH,3072,DAC,3076,DH8
4H,8463,SPD,3073,DAC,3076,DH8
4H,8463,SPD,3073,RJH,3072,DH8
4H,8463,ZYL,3074,DAC,3076,313
4K,29,YGZ,5498,YRB,128,DHT
4K,29,YRB,128,YGZ,5498,DHT
4M,3201,DFW,3670,EZE,3988,777
4M,3201,EZE,3988,DFW,3670,777
4M,3201,EZE,3988,JFK,3797,777
4M,3201,EZE,3988,MIA,3576,777 763
4M,3201,EZE,3988,PUJ,1760,763
4M,3201,JFK,3797,EZE,3988,777
4M,3201,MIA,3576,EZE,3988,777 763
4M,3201,MIA,3576,PUJ,1760,763
4M,3201,PUJ,1760,EZE,3988,763
4M,3201,PUJ,1760,MIA,3576,763
4N,341,YEG,49,YXY,176,737
4N,341,YLW,87,YVR,156,737
4N,341,YLW,87,YXY,176,737
4N,341,YOW,100,YZF,196,737
4N,341,YVR,156,YLW,87,737
4N,341,YVR,156,YXY,176,737
4N,341,YXY,176,YLW,87,737
4N,341,YXY,176,YVR,156,737
4N,341,YXY,176,YYC,178,737
4N,341,YXY,176,YZF,196,737
4N,341,YYC,178,YEG,49,737
4N,341,YZF,196,YOW,100,737
4N,341,YZF,196,YXY,176,737
4O,17885,ACA,1783,MEX,1824,320
4O,17885,ACA,1783,TLC,1850,320
4O,17885,AGU,1785,MEX,1824,SU9
4O,17885,BOG,2709,MEX,1824,320
4O,17885,CEN,1794,MEX,1824,320
4O,17885,CJS,1796,MEX,1824,320
4O,17885,CME,1789,MEX,1824,320
4O,17885,CPE,1795,MEX,1824,SU9
4O,17885,CTM,1793,MEX,1824,320
4O,17885,CUL,1792,MEX,1824,320
4O,17885,CUN,1852,MEX,1824,320
4O,17885,CUN,1852,MTY,1825,320
4O,17885,CUN,1852,TLC,1850,320
4O,17885,CUU,1797,MEX,1824,320
4O,17885,CZM,1800,MEX,1824,320
4O,17885,GDL,1804,MEX,1824,320
4O,17885,GDL,1804,MTY,1825,320
4O,17885,GDL,1804,SAT,3621,320
4O,17885,GDL,1804,SJD,1840,320
4O,17885,GDL,1804,SNA,3867,320
4O,17885,GDL,1804,TIJ,1847,320
4O,17885,GUA,1767,MEX,1824,320
4O,17885,HAV,1909,MEX,1824,320
4O,17885,HMO,1807,MEX,1824,320
4O,17885,HUX,1786,MEX,1824,320
4O,17885,JFK,3797,MEX,1824,320
4O,17885,LAP,1816,MEX,1824,SU9
4O,17885,LAS,3877,MTY,1825,320
4O,17885,LAS,3877,TLC,1850,320
4O,17885,MEX,1824,ACA,1783,320
4O,17885,MEX,1824,AGU,1785,SU9
4O,17885,MEX,1824,BOG,2709,320
4O,17885,MEX,1824,CEN,1794,320
4O,17885,MEX,1824,CJS,1796,320
4O,17885,MEX,1824,CME,1789,320
4O,17885,MEX,1824,CPE,1795,SU9
4O,17885,MEX,1824,CTM,1793,320
4O,17885,MEX,1824,CUL,1792,320
4O,17885,MEX,1824,CUN,1852,320
4O,17885,MEX,1824,CUU,1797,320
4O,17885,MEX,1824,CZM,1800,320
4O,17885,MEX,1824,GDL,1804,320
4O,17885,MEX,1824,GUA,1767,320
4O,17885,MEX,1824,HAV,1909,320
4O,17885,MEX,1824,HMO,1807,320
4O,17885,MEX,1824,HUX,1786,320
4O,17885,MEX,1824,JFK,3797,320
4O,17885,MEX,1824,LAP,1816,SU9
4O,17885,MEX,1824,MIA,3576,320
4O,17885,MEX,1824,MID,1819,320
4O,17885,MEX,1824,MTT,1822,SU9
4O,17885,MEX,1824,MTY,1825,320
4O,17885,MEX,1824,MZT,1826,SU9
4O,17885,MEX,1824,OAX,1829,320
4O,17885,MEX,1824,PQM,\N,SU9
4O,17885,MEX,1824,PVR,1836,320
4O,17885,MEX,1824,REX,1839,SU9
4O,17885,MEX,1824,SAT,3621,320
4O,17885,MEX,1824,SJD,1840,320
4O,17885,MEX,1824,SJO,1885,320
4O,17885,MEX,1824,SNA,3867,320
4O,17885,MEX,1824,TAM,1848,320
4O,17885,MEX,1824,TGZ,1846,320
4O,17885,MEX,1824,TIJ,1847,320
4O,17885,MEX,1824,TRC,1845,SU9
4O,17885,MEX,1824,VER,1854,320
4O,17885,MEX,1824,VSA,1853,320
4O,17885,MEX,1824,ZCL,1855,SU9
4O,17885,MEX,1824,ZIH,1856,320
4O,17885,MEX,1824,ZLO,1858,SU9
4O,17885,MIA,3576,MEX,1824,320
4O,17885,MID,1819,MEX,1824,320
4O,17885,MTT,1822,MEX,1824,SU9
4O,17885,MTY,1825,CUN,1852,320
4O,17885,MTY,1825,GDL,1804,320
4O,17885,MTY,1825,LAS,3877,320
4O,17885,MTY,1825,MEX,1824,320
4O,17885,MTY,1825,SAT,3621,320
4O,17885,MTY,1825,TLC,1850,320
4O,17885,MZT,1826,MEX,1824,SU9
4O,17885,OAX,1829,MEX,1824,320
4O,17885,PQM,\N,MEX,1824,SU9
4O,17885,PVR,1836,MEX,1824,320
4O,17885,PVR,1836,TLC,1850,320
4O,17885,REX,1839,MEX,1824,SU9
4O,17885,SAT,3621,GDL,1804,320
4O,17885,SAT,3621,MEX,1824,320
4O,17885,SAT,3621,MTY,1825,320
4O,17885,SAT,3621,TLC,1850,320
4O,17885,SJD,1840,GDL,1804,320
4O,17885,SJD,1840,MEX,1824,320
4O,17885,SJD,1840,TLC,1850,320
4O,17885,SJO,1885,MEX,1824,320
4O,17885,SNA,3867,GDL,1804,320
4O,17885,SNA,3867,MEX,1824,320
4O,17885,TAM,1848,MEX,1824,320
4O,17885,TGZ,1846,MEX,1824,320
4O,17885,TIJ,1847,GDL,1804,320
4O,17885,TIJ,1847,MEX,1824,320
4O,17885,TLC,1850,ACA,1783,320
4O,17885,TLC,1850,CUN,1852,320
4O,17885,TLC,1850,LAS,3877,320
4O,17885,TLC,1850,MTY,1825,320
4O,17885,TLC,1850,PVR,1836,320
4O,17885,TLC,1850,SAT,3621,320
4O,17885,TLC,1850,SJD,1840,320
4O,17885,TLC,1850,ZIH,1856,320
4O,17885,TRC,1845,MEX,1824,SU9
4O,17885,VER,1854,MEX,1824,320
4O,17885,VSA,1853,MEX,1824,320
4O,17885,ZCL,1855,MEX,1824,SU9
4O,17885,ZIH,1856,MEX,1824,320
4O,17885,ZIH,1856,TLC,1850,320
4O,17885,ZLO,1858,MEX,1824,SU9
4Q,10758,DEL,3093,HEA,2048,320
4Q,10758,DEL,3093,KBL,2050,320
4Q,10758,DXB,2188,KBL,2050,319
4Q,10758,HEA,2048,DEL,3093,320
4Q,10758,HEA,2048,ISB,2223,319
4Q,10758,HEA,2048,KBL,2050,319 320
4Q,10758,ISB,2223,HEA,2048,319
4Q,10758,ISB,2223,KBL,2050,319
4Q,10758,KBL,2050,DEL,3093,320
4Q,10758,KBL,2050,DXB,2188,319
4Q,10758,KBL,2050,HEA,2048,319 320
4Q,10758,KBL,2050,ISB,2223,319
4Q,10758,KBL,2050,MZR,2053,319
4Q,10758,MZR,2053,KBL,2050,319
4T,1401,AYT,1688,ZRH,1678,320
4T,1401,BSL,1423,HRG,1130,320
4T,1401,HRG,1130,BSL,1423,320
4T,1401,HRG,1130,ZRH,1678,320
4T,1401,PRN,1742,ZRH,1678,320
4T,1401,RMF,4197,ZRH,1678,320
4T,1401,SKP,1737,ZRH,1678,320
4T,1401,ZRH,1678,AYT,1688,320
4T,1401,ZRH,1678,HRG,1130,320
4T,1401,ZRH,1678,PRN,1742,320
4T,1401,ZRH,1678,RMF,4197,320
4T,1401,ZRH,1678,SKP,1737,320
4U,2548,AGP,1230,STR,350,320 319
4U,2548,AGP,1230,TXL,351,319
4U,2548,ALG,210,CGN,344,319
4U,2548,AMS,580,HAM,342,CRJ
4U,2548,AOI,4309,DUS,345,CRJ
4U,2548,AOI,4309,TXL,351,CRJ
4U,2548,ARN,737,CGN,344,CRJ
4U,2548,ARN,737,DUS,345,CRJ
4U,2548,ARN,737,HAM,342,CRJ
4U,2548,ATH,3941,CGN,344,319
4U,2548,ATH,3941,STR,350,319
4U,2548,AYT,1688,CGN,344,320
4U,2548,BCN,1218,CGN,344,320 319
4U,2548,BCN,1218,DUS,345,320 319
4U,2548,BCN,1218,HAJ,352,319
4U,2548,BCN,1218,HAM,342,319
4U,2548,BCN,1218,STR,350,319 320
4U,2548,BDS,1506,STR,350,319
4U,2548,BEG,1739,STR,350,319
4U,2548,BGO,636,HAM,342,CRJ
4U,2548,BHX,469,HAM,342,CRJ
4U,2548,BHX,469,TXL,351,319
4U,2548,BIA,1321,CGN,344,319
4U,2548,BIA,1321,DUS,345,320
4U,2548,BIA,1321,HAM,342,CRJ
4U,2548,BIA,1321,STR,350,319
4U,2548,BIA,1321,TXL,351,320
4U,2548,BIO,1216,DUS,345,CRJ
4U,2548,BIO,1216,STR,350,CRJ 319
4U,2548,BLQ,1538,CGN,344,319
4U,2548,BLQ,1538,TXL,351,319
4U,2548,BRE,353,STR,350,319 CRJ
4U,2548,BRI,1501,CGN,344,319
4U,2548,BRI,1501,DUS,345,CRJ
4U,2548,BRI,1501,STR,350,319
4U,2548,BRU,302,STR,350,319 CRJ
4U,2548,BSL,1423,DUS,345,CRJ
4U,2548,BUD,1489,CGN,344,319 320 CRJ
4U,2548,BUD,1489,HAM,342,CRJ
4U,2548,BUD,1489,STR,350,319 CRJ
4U,2548,CAG,1519,CGN,344,319
4U,2548,CAG,1519,DUS,345,CRJ
4U,2548,CAG,1519,STR,350,319
4U,2548,CDG,1382,HAM,342,319 CRJ
4U,2548,CFU,1460,CGN,344,320 319
4U,2548,CFU,1460,DRS,338,319
4U,2548,CFU,1460,STR,350,319
4U,2548,CGN,344,ALG,210,319
4U,2548,CGN,344,ARN,737,CRJ
4U,2548,CGN,344,ATH,3941,319
4U,2548,CGN,344,AYT,1688,320
4U,2548,CGN,344,BCN,1218,320 319
4U,2548,CGN,344,BIA,1321,319
4U,2548,CGN,344,BLQ,1538,319
4U,2548,CGN,344,BRI,1501,319
4U,2548,CGN,344,BUD,1489,319 320 CRJ
4U,2548,CGN,344,CAG,1519,319
4U,2548,CGN,344,CFU,1460,320 319
4U,2548,CGN,344,CLY,1322,319
4U,2548,CGN,344,CTA,1509,319
4U,2548,CGN,344,DBV,1200,319
4U,2548,CGN,344,DRS,338,319 CRJ
4U,2548,CGN,344,DUB,599,319
4U,2548,CGN,344,EDI,535,319
4U,2548,CGN,344,FAO,1626,319 320
4U,2548,CGN,344,FCO,1555,319 320
4U,2548,CGN,344,FDH,382,319 CRJ
4U,2548,CGN,344,HAM,342,319 CRJ
4U,2548,CGN,344,HDF,5557,CRJ
4U,2548,CGN,344,HER,1452,320 319
4U,2548,CGN,344,IBZ,1225,320 319
4U,2548,CGN,344,JMK,1468,319
4U,2548,CGN,344,JTR,1479,319
4U,2548,CGN,344,KGS,1458,319
4U,2548,CGN,344,KLU,4322,CRJ
4U,2548,CGN,344,KVA,1462,319 320
4U,2548,CGN,344,LEJ,348,CRJ 319 320
4U,2548,CGN,344,LHR,507,319 320
4U,2548,CGN,344,LIS,1638,319 320
4U,2548,CGN,344,LPA,1054,319
4U,2548,CGN,344,MAN,478,319
4U,2548,CGN,344,MXP,1524,319 CRJ
4U,2548,CGN,344,NAP,1561,319 320
4U,2548,CGN,344,NCE,1354,319 320
4U,2548,CGN,344,NDR,5673,319
4U,2548,CGN,344,OLB,1520,319
4U,2548,CGN,344,PMI,3998,320 319
4U,2548,CGN,344,PMO,1512,319 CRJ
4U,2548,CGN,344,PRG,1587,319 320 CRJ
4U,2548,CGN,344,PSA,1562,319
4U,2548,CGN,344,PUY,1203,319 CRJ
4U,2548,CGN,344,RAK,1075,319
4U,2548,CGN,344,RHO,1472,320
4U,2548,CGN,344,RJK,1205,319
4U,2548,CGN,344,RLG,772,319
4U,2548,CGN,344,SAW,4317,319 320
4U,2548,CGN,344,SJJ,1646,319
4U,2548,CGN,344,SKG,1486,319 320
4U,2548,CGN,344,SPU,1206,319
4U,2548,CGN,344,STN,548,319
4U,2548,CGN,344,SUF,1508,319
4U,2548,CGN,344,SZG,1612,319
4U,2548,CGN,344,TLV,1590,319 320
4U,2548,CGN,344,TUN,287,319
4U,2548,CGN,344,TXL,351,319 320
4U,2548,CGN,344,VCE,1551,320 319
4U,2548,CGN,344,VIE,1613,319 320
4U,2548,CGN,344,VRN,1550,319
4U,2548,CGN,344,WAW,679,CRJ
4U,2548,CGN,344,XRY,1226,319
4U,2548,CGN,344,ZAD,1209,319
4U,2548,CGN,344,ZAG,1208,CRJ 319
4U,2548,CGN,344,ZRH,1678,320 319
4U,2548,CLY,1322,CGN,344,319
4U,2548,CTA,1509,CGN,344,319
4U,2548,CTA,1509,DUS,345,CRJ
4U,2548,CTA,1509,HAJ,352,319
4U,2548,CTA,1509,HAM,342,319
4U,2548,CTA,1509,STR,350,319
4U,2548,CTA,1509,TXL,351,319
4U,2548,CWL,488,DUS,345,CRJ
4U,2548,DBV,1200,CGN,344,319
4U,2548,DBV,1200,DUS,345,CRJ
4U,2548,DBV,1200,HAJ,352,319
4U,2548,DBV,1200,HAM,342,319
4U,2548,DBV,1200,STR,350,319
4U,2548,DBV,1200,TXL,351,320
4U,2548,DRS,338,CFU,1460,319
4U,2548,DRS,338,CGN,344,319 CRJ
4U,2548,DRS,338,DUS,345,319 CRJ
4U,2548,DRS,338,STR,350,319 CRJ
4U,2548,DTM,373,HDF,5557,319
4U,2548,DTM,373,MUC,346,319
4U,2548,DTM,373,PMI,3998,319 320
4U,2548,DTM,373,SAW,4317,319
4U,2548,DTM,373,SPU,1206,319
4U,2548,DUB,599,CGN,344,319
4U,2548,DUB,599,DUS,345,CRJ
4U,2548,DUS,345,AOI,4309,CRJ
4U,2548,DUS,345,ARN,737,CRJ
4U,2548,DUS,345,BCN,1218,320 319
4U,2548,DUS,345,BIA,1321,320
4U,2548,DUS,345,BIO,1216,CRJ
4U,2548,DUS,345,BRI,1501,CRJ
4U,2548,DUS,345,BSL,1423,CRJ
4U,2548,DUS,345,CAG,1519,CRJ
4U,2548,DUS,345,CTA,1509,CRJ
4U,2548,DUS,345,CWL,488,CRJ
4U,2548,DUS,345,DBV,1200,CRJ
4U,2548,DUS,345,DRS,338,319 CRJ
4U,2548,DUS,345,DUB,599,CRJ
4U,2548,DUS,345,GVA,1665,CRJ
4U,2548,DUS,345,HDF,5557,CRJ
4U,2548,DUS,345,HER,1452,319
4U,2548,DUS,345,IBZ,1225,320
4U,2548,DUS,345,KTW,671,CRJ
4U,2548,DUS,345,LEJ,348,CRJ
4U,2548,DUS,345,LYS,1335,CRJ
4U,2548,DUS,345,MAD,1229,CRJ
4U,2548,DUS,345,MPL,1359,CRJ
4U,2548,DUS,345,MXP,1524,CRJ 320
4U,2548,DUS,345,NQY,481,CRJ
4U,2548,DUS,345,NUE,347,CRJ
4U,2548,DUS,345,OLB,1520,CRJ
4U,2548,DUS,345,PMI,3998,320
4U,2548,DUS,345,POZ,674,CRJ
4U,2548,DUS,345,PRG,1587,CRJ
4U,2548,DUS,345,PRN,1742,319
4U,2548,DUS,345,SKG,1486,319 320
4U,2548,DUS,345,SPU,1206,319
4U,2548,DUS,345,SUF,1508,CRJ
4U,2548,DUS,345,TRN,1526,CRJ
4U,2548,DUS,345,VCE,1551,320 319
4U,2548,DUS,345,WAW,679,CRJ
4U,2548,DUS,345,WRO,680,CRJ
4U,2548,DUS,345,ZAD,1209,CRJ
4U,2548,EDI,535,CGN,344,319
4U,2548,FAO,1626,CGN,344,319 320
4U,2548,FAO,1626,HAM,342,319
4U,2548,FAO,1626,STR,350,319 320
4U,2548,FCO,1555,CGN,344,319 320
4U,2548,FCO,1555,HAJ,352,319
4U,2548,FCO,1555,HAM,342,319
4U,2548,FCO,1555,STR,350,319
4U,2548,FCO,1555,TXL,351,319
4U,2548,FDH,382,CGN,344,319 CRJ
4U,2548,FKB,4166,HAM,342,CRJ
4U,2548,FMM,3986,HAM,342,CRJ
4U,2548,FMM,3986,TXL,351,CRJ
4U,2548,FRA,340,HDF,5557,CRJ
4U,2548,GVA,1665,DUS,345,CRJ
4U,2548,GVA,1665,HAM,342,CRJ
4U,2548,HAJ,352,BCN,1218,319
4U,2548,HAJ,352,CTA,1509,319
4U,2548,HAJ,352,DBV,1200,319
4U,2548,HAJ,352,FCO,1555,319
4U,2548,HAJ,352,HER,1452,319
4U,2548,HAJ,352,MXP,1524,319
4U,2548,HAJ,352,NAP,1561,319
4U,2548,HAJ,352,PMI,3998,319
4U,2548,HAJ,352,PRN,1742,319
4U,2548,HAJ,352,SAW,4317,319
4U,2548,HAJ,352,SKG,1486,319
4U,2548,HAJ,352,SPU,1206,319
4U,2548,HAJ,352,STN,548,319
4U,2548,HAJ,352,STR,350,319
4U,2548,HAJ,352,SUF,1508,319
4U,2548,HAJ,352,VCE,1551,319
4U,2548,HAJ,352,VIE,1613,319
4U,2548,HAM,342,AMS,580,CRJ
4U,2548,HAM,342,ARN,737,CRJ
4U,2548,HAM,342,BCN,1218,319
4U,2548,HAM,342,BGO,636,CRJ
4U,2548,HAM,342,BHX,469,CRJ
4U,2548,HAM,342,BIA,1321,CRJ
4U,2548,HAM,342,BUD,1489,CRJ
4U,2548,HAM,342,CDG,1382,319 CRJ
4U,2548,HAM,342,CGN,344,319 CRJ
4U,2548,HAM,342,CTA,1509,319
4U,2548,HAM,342,DBV,1200,319
4U,2548,HAM,342,FAO,1626,319
4U,2548,HAM,342,FCO,1555,319
4U,2548,HAM,342,FKB,4166,CRJ
4U,2548,HAM,342,FMM,3986,CRJ
4U,2548,HAM,342,GVA,1665,CRJ
4U,2548,HAM,342,HER,1452,319
4U,2548,HAM,342,KLU,4322,319 CRJ
4U,2548,HAM,342,LHR,507,319 CRJ
4U,2548,HAM,342,MAD,1229,CRJ
4U,2548,HAM,342,MAN,478,CRJ
4U,2548,HAM,342,MXP,1524,319 CRJ
4U,2548,HAM,342,NAP,1561,319
4U,2548,HAM,342,NCE,1354,319
4U,2548,HAM,342,NUE,347,CRJ
4U,2548,HAM,342,OLB,1520,319
4U,2548,HAM,342,OSL,644,CRJ
4U,2548,HAM,342,PMI,3998,319
4U,2548,HAM,342,PRG,1587,CRJ
4U,2548,HAM,342,PRN,1742,319
4U,2548,HAM,342,RJK,1205,319
4U,2548,HAM,342,SAW,4317,319
4U,2548,HAM,342,SKG,1486,319
4U,2548,HAM,342,SPU,1206,319
4U,2548,HAM,342,STR,350,319 CRJ
4U,2548,HAM,342,TLS,1273,CRJ
4U,2548,HAM,342,VCE,1551,319 CRJ
4U,2548,HAM,342,VIE,1613,319 CRJ
4U,2548,HAM,342,VRN,1550,CRJ
4U,2548,HAM,342,ZRH,1678,319 CRJ
4U,2548,HDF,5557,CGN,344,CRJ
4U,2548,HDF,5557,DTM,373,319
